날짜,제목,발표자,소속,원제목,링크
2025-08-26,How to Train Your Agent: Building Reliable Agents with RL,Kyle Corbitt,OpenPipe,"How to Train Your Agent: Building Reliable Agents with RL — Kyle Corbitt, OpenPipe",https://youtu.be/gEDl9C8s_-4
2025-08-26,OpenThoughts: Data Recipes for Reasoning Models,Ryan Marten,Bespoke Labs,"OpenThoughts: Data Recipes for Reasoning Models — Ryan Marten, Bespoke Labs",https://youtu.be/liG97YXaTSA
2025-08-26,Google Photos Magic Editor: GenAI Under the Hood of a Billion-User App,Kelvin Ma,Google Photos,"Google Photos Magic Editor: GenAI Under the Hood of a Billion-User App - Kelvin Ma, Google Photos",https://youtu.be/C13jiFWNuo8
2025-08-26,Dream Machine: Scaling to 1m users in 4 days,Keegan McCallum,Luma AI,"Dream Machine: Scaling to 1m users in 4 days — Keegan McCallum, Luma AI",https://youtu.be/EY4O9M6AsWI
2025-08-26,ComfyUI Full Workshop,first workshop from ComfyAnonymous himself!,,ComfyUI Full Workshop — first workshop from ComfyAnonymous himself!,https://youtu.be/_FKeSzM9fPc
2025-08-26,Design like Karpathy is watching,Zeke Sikelianos,Replicate,"Design like Karpathy is watching — Zeke Sikelianos, Replicate",https://youtu.be/huQPkrwVWwc
2025-08-26,On Curiosity,Sharif Shameem,Lexica,"On Curiosity — Sharif Shameem, Lexica",https://youtu.be/0F8mnGPUycY
2025-08-26,Real world MCPs in GitHub Copilot Agent Mode,Jon Peck,Microsoft,"Real world MCPs in GitHub Copilot Agent Mode — Jon Peck, Microsoft",https://youtu.be/RkVILz06y08
2025-08-26,The rise of the agentic economy on the shoulders of MCP,Jan Curn,Apify,"The rise of the agentic economy on the shoulders of MCP — Jan Curn, Apify",https://youtu.be/blW-lSd5CYQ
2025-08-26,MCP is all you need,Samuel Colvin,Pydantic,"MCP is all you need — Samuel Colvin, Pydantic",https://youtu.be/bmWZk9vTze0
2025-08-26,Full Spec MCP: Hidden Capabilities of the MCP spec,Harald Kirschner,Microsoft/VSCode,"Full Spec MCP: Hidden Capabilities of the MCP spec — Harald Kirschner, Microsoft/VSCode",https://youtu.be/ExeD-8gFUMM
2025-08-26,Shipping an Enterprise Voice AI Agent in 100 Days,Peter Bar,Intercom Fin,"Shipping an Enterprise Voice AI Agent in 100 Days - Peter Bar, Intercom Fin",https://youtu.be/HOYLZ7IVgJo
2025-08-26,The State of Generative Media,Gorkem Yurtseven,FAL,"The State of Generative Media - Gorkem Yurtseven, FAL",https://youtu.be/P370D8Kmlkw
2025-08-26,Teaching Gemini to Speak YouTube: Adapting LLMs for Video Recommendations to 2B+DAU,Devansh Tandon,,Teaching Gemini to Speak YouTube: Adapting LLMs for Video Recommendations to 2B+DAU - Devansh Tandon,https://youtu.be/LxQsQ3vZDqo
2025-08-26,Transforming search and discovery using LLMs,Tejaswi & Vinesh,Instacart,"Transforming search and discovery using LLMs — Tejaswi & Vinesh, Instacart",https://youtu.be/PjaVHm_3Ljg
2025-08-26,"Netflix's Big Bet: One model to rule recommendations: Yesu Feng, Netflix",,,"Netflix's Big Bet: One model to rule recommendations: Yesu Feng, Netflix",https://youtu.be/AbZ4IYGbfpQ
2025-08-26,360Brew: LLM-based Personalized Ranking and Recommendation,Hamed and Maziar,LinkedIn AI,"360Brew: LLM-based Personalized Ranking and Recommendation - Hamed and Maziar, LinkedIn AI",https://youtu.be/U0S6CfzAY5c
2025-08-26,What We Learned from Using LLMs in Pinterest,Mukuntha Narayanan,"Han Wang, Pinterest","What We Learned from Using LLMs in Pinterest — Mukuntha Narayanan, Han Wang, Pinterest",https://youtu.be/XdAWgO11zuk
2025-08-26,Measuring AGI: Interactive Reasoning Benchmarks for ARC-AGI-3,Greg Kamradt,ARC Prize Foundation,"Measuring AGI: Interactive Reasoning Benchmarks for ARC-AGI-3 — Greg Kamradt, ARC Prize Foundation",https://youtu.be/3XmFPwjG8pg
2025-08-26,RL for Autonomous Coding,Aakanksha Chowdhery,Reflection.ai,"RL for Autonomous Coding — Aakanksha Chowdhery, Reflection.ai",https://youtu.be/QluDzKVfp6A
2025-08-26,Recsys Keynote: Improving Recommendation Systems & Search in the Age of LLMs,Eugene Yan,Amazon,"Recsys Keynote: Improving Recommendation Systems & Search in the Age of LLMs - Eugene Yan, Amazon",https://youtu.be/2vlCqD6igVA
2025-08-26,Benchmarks Are Memes: How What We Measure Shapes AI—and Us,Alex Duffy,Every.to,"Benchmarks Are Memes: How What We Measure Shapes AI—and Us - Alex Duffy, Every.to",https://youtu.be/W3khHzajE04
2025-08-26,Small AI Teams with Huge Impact,Vik Paruchuri,Datalab,"Small AI Teams with Huge Impact — Vik Paruchuri, Datalab",https://youtu.be/K-iYKDMFKhE
2025-08-26,Rethinking Team Building: how a 30-person Startup serves 50 Million Users,Grant Lee,Gamma,"Rethinking Team Building: how a 30-person Startup serves 50 Million Users — Grant Lee, Gamma",https://youtu.be/q8zoXAbmJdI
2025-08-26,Building a 10 person unicorn,Max Brodeur-Urbas,Gumloop,"Building a 10 person unicorn - Max Brodeur-Urbas, Gumloop",https://youtu.be/Qw9P1zvCupE
2025-08-26,Using OSS models to build AI apps with millions of users,Hassan El Mghari,,Using OSS models to build AI apps with millions of users — Hassan El Mghari,https://youtu.be/gcseUQJ6Gbg
2025-08-26,"Bolt.new: How we scaled $0-20m ARR in 60 days, with 15 people",Eric Simons,Bolt,"Bolt.new: How we scaled $0-20m ARR in 60 days, with 15 people — Eric Simons, Bolt",https://youtu.be/s8RM8uYxkoY
2025-08-26,Prompt Engineering and AI Red Teaming,Sander Schulhoff,HackAPrompt/LearnPrompting,"Prompt Engineering and AI Red Teaming — Sander Schulhoff, HackAPrompt/LearnPrompting",https://youtu.be/_BRhRh7mOX0
2025-08-26,Survive the AI Knife Fight: Building Products That Win,Brian Balfour,Reforge,"Survive the AI Knife Fight: Building Products That Win — Brian Balfour, Reforge",https://youtu.be/1MVh05GDydE
2025-08-26,Automating Escrow with USDC and AI,Corey Cooper,Circle,"Automating Escrow with USDC and AI - Corey Cooper, Circle",https://youtu.be/AXMdSqdoGHM
2025-08-26,How LLMs work for Web Devs: GPT in 600 lines of Vanilla JS,Ishan Anand,,How LLMs work for Web Devs: GPT in 600 lines of Vanilla JS - Ishan Anand,https://youtu.be/ZuiJjkbX0Og
2025-08-26,[Workshop] AI Pipelines and Agents in Pure TypeScript with Mastra.ai,Nick Nisi,Zack Proser,"[Workshop] AI Pipelines and Agents in Pure TypeScript with Mastra.ai — Nick Nisi, Zack Proser",https://youtu.be/FWlRHPZWyHE
2025-08-26,AI Engineering with the Google Gemini 2.5 Model Family,Philipp Schmid,Google DeepMind,"AI Engineering with the Google Gemini 2.5 Model Family - Philipp Schmid, Google DeepMind",https://youtu.be/zK9lYrLbjSg
2025-08-26,The New Code,Sean Grove,OpenAI,"The New Code — Sean Grove, OpenAI",https://youtu.be/8rABwKRsec4
2025-08-26,Production software keeps breaking and it will only get worse,Anish Agarwal,Traversal.ai,"Production software keeps breaking and it will only get worse — Anish Agarwal, Traversal.ai",https://youtu.be/L6_NiGIEXZQ
2025-08-26,Thinking Deeper in Gemini,Jack Rae,Google DeepMind,"Thinking Deeper in Gemini — Jack Rae, Google DeepMind",https://youtu.be/8EQo4J2BWKw
2025-08-26,A year of Gemini progress + what comes next,Logan Kilpatrick,Google DeepMind,"A year of Gemini progress + what comes next — Logan Kilpatrick, Google DeepMind",https://youtu.be/wE1ZCmCLP5g
2025-08-26,"2025 in LLMs so far, illustrated by Pelicans on Bicycles",Simon Willison,,"2025 in LLMs so far, illustrated by Pelicans on Bicycles — Simon Willison",https://youtu.be/YpY83-kA7Bo
2025-08-26,Trends Across the AI Frontier,George Cameron,ArtificialAnalysis.ai,"Trends Across the AI Frontier — George Cameron, ArtificialAnalysis.ai",https://youtu.be/sRpqPgKeXNk
2025-08-26,Training Agentic Reasoners,Will Brown,Prime Intellect,"Training Agentic Reasoners — Will Brown, Prime Intellect",https://youtu.be/PbHm2qKnu10
2025-08-26,New York Times' Connections: A Case Study on NLP in Word Games,Shafik Quoraishee,NYT Games,"New York Times' Connections: A Case Study on NLP in Word Games — Shafik Quoraishee, NYT Games",https://youtu.be/P_uhFGH4J9Y
2025-08-26,Claude Code & the evolution of agentic coding,Boris Cherny,Anthropic,"Claude Code & the evolution of agentic coding — Boris Cherny, Anthropic",https://youtu.be/Lue8K2jqfKk
2025-08-26,12-Factor Agents: Patterns of reliable LLM applications,Dex Horthy,HumanLayer,"12-Factor Agents: Patterns of reliable LLM applications — Dex Horthy, HumanLayer",https://youtu.be/8kMaTybvDUw
2025-08-26,MCP Is Not Good Yet,David Cramer,Sentry,"MCP Is Not Good Yet — David Cramer, Sentry",https://youtu.be/FCi4jT86gSw
2025-08-26,"Your Personal Open-Source Humanoid Robot for $8,999",JX Mo,K-Scale Labs,"Your Personal Open-Source Humanoid Robot for $8,999 — JX Mo, K-Scale Labs",https://youtu.be/BS92RdBvI90
2025-08-26,The Build-Operate Divide: Bridging Product Vision and AI Operational Reality,,,The Build-Operate Divide: Bridging Product Vision and AI Operational Reality,https://youtu.be/1__V4KTv_Gw
2025-08-26,The New Lean Startup,Sid Bendre,Oleve,"The New Lean Startup — Sid Bendre, Oleve",https://youtu.be/pQz-PgA1eJw
2025-08-26,Conquering Agent Chaos,Rick Blalock,Agentuity,"Conquering Agent Chaos — Rick Blalock, Agentuity",https://youtu.be/yASxPZ-tZe0
2025-08-26,Optimizing inference for voice models in production,Philip Kiely,Baseten,"Optimizing inference for voice models in production - Philip Kiely, Baseten",https://youtu.be/gmTHs5T_YAE
2025-08-26,[Evals Workshop] Mastering AI Evaluation: From Playground to Production,,,[Evals Workshop] Mastering AI Evaluation: From Playground to Production,https://youtu.be/9iN-cPnp7xg
2025-08-26,Intro to GraphRAG,Zach Blumenfeld,,Intro to GraphRAG — Zach Blumenfeld,https://youtu.be/J-9EbJBxcbg
2025-08-26,Securing Agents with Open Standards,Bobby Tiernay and Kam Sween,Auth0,"Securing Agents with Open Standards — Bobby Tiernay and Kam Sween, Auth0",https://youtu.be/FZoMSupg37E
2025-08-26,The emerging skillset of wielding coding agents,Beyang Liu,Sourcegraph / Amp,"The emerging skillset of wielding coding agents — Beyang Liu, Sourcegraph / Amp",https://youtu.be/F_RyElT_gJk
2025-08-26,"Agents, Access, and the Future of Machine Identity",Nick Nisi (WorkOS) + Lizzie Siegle,Cloudflare,"Agents, Access, and the Future of Machine Identity — Nick Nisi (WorkOS) + Lizzie Siegle (Cloudflare)",https://youtu.be/px2e2OOS2Sk
2025-08-26,Turning Fails into Features: Zapier’s Hard-Won Eval Lessons,Rafal Willinski,"Vitor Balocco, Zapier","Turning Fails into Features: Zapier’s Hard-Won Eval Lessons — Rafal Willinski, Vitor Balocco, Zapier",https://youtu.be/blrovBxxN9o
2025-08-26,Building voice agents with OpenAI,Dominik Kundel,OpenAI,"Building voice agents with OpenAI — Dominik Kundel, OpenAI",https://youtu.be/iXhba366fQc
2025-08-26,Containing Agent Chaos,Solomon Hykes,Dagger,"Containing Agent Chaos — Solomon Hykes, Dagger",https://youtu.be/bUBF5V6oDKw
2025-08-26,Evals 101,Doug Guthrie,Braintrust,"Evals 101 — Doug Guthrie, Braintrust",https://youtu.be/bk0TmxoZlUY
2025-08-26,Why should anyone care about Evals?,Manu Goyal,Braintrust,"Why should anyone care about Evals? — Manu Goyal, Braintrust",https://youtu.be/jJ45Yz1lJao
2025-08-26,Engineering Better Evals: Scalable LLM Evaluation Pipelines That Work,Dat Ngo,"Aman Khan, Arize","Engineering Better Evals: Scalable LLM Evaluation Pipelines That Work — Dat Ngo, Aman Khan, Arize",https://youtu.be/spvXj9tnWAQ
2025-08-26,To the moon! Navigating deep context in legacy code with Augment Agent,Forrest Brazeal,Matt Ball,"To the moon! Navigating deep context in legacy code with Augment Agent — Forrest Brazeal, Matt Ball",https://youtu.be/6NIr_cYPglk
2025-08-26,Serving Voice AI at Scale,Arjun Desai (Cartesia) & Rohit Talluri,AWS,Serving Voice AI at Scale — Arjun Desai (Cartesia) & Rohit Talluri (AWS),https://youtu.be/knH3fmGAteQ
2025-08-26,Ship it! Building Production Ready Agents,Mike Chambers,AWS,"Ship it! Building Production Ready Agents — Mike Chambers, AWS",https://youtu.be/HT4l0DeP69I
2025-08-26,"Introducing Strands Agents, an Open Source AI Agents SDK",Suman Debnath,AWS,"Introducing Strands Agents, an Open Source AI Agents SDK — Suman Debnath, AWS",https://youtu.be/Q3NreEAdKMc
2025-08-26,Data is Your Differentiator: Building Secure and Tailored AI Systems,Mani Khanuja,AWS,"Data is Your Differentiator: Building Secure and Tailored AI Systems — Mani Khanuja, AWS",https://youtu.be/ROfHHJmumcc
2025-08-26,How to build world-class AI products,Sarah Sachs (AI lead @ Notion) & Carlos Esteban,Braintrust,How to build world-class AI products — Sarah Sachs (AI lead @ Notion) & Carlos Esteban (Braintrust),https://youtu.be/6YdPI9YbjbI
2025-08-26,From Mixture of Experts to Mixture of Agents with Super Fast Inference,Daniel Kim & Daria Soboleva,,From Mixture of Experts to Mixture of Agents with Super Fast Inference - Daniel Kim & Daria Soboleva,https://youtu.be/tzRvcTEapzo
2025-08-26,"Forget RAG Pipelines—Build Production Ready Agents in 15 Mins: Nina Lopatina, Rajiv Shah, Contextual",,,"Forget RAG Pipelines—Build Production Ready Agents in 15 Mins: Nina Lopatina, Rajiv Shah, Contextual",https://youtu.be/lArgRvBV3tQ
2025-08-26,Milliseconds to Magic: Real‑Time Workflows using the Gemini Live API and Pipecat,,,Milliseconds to Magic: Real‑Time Workflows using the Gemini Live API and Pipecat,https://youtu.be/fWY1FQwpWkY
2025-08-26,Realtime Conversational Video with Pipecat and Tavus,Chad Bailey and Brian Johnson,Daily & Tavus,"Realtime Conversational Video with Pipecat and Tavus — Chad Bailey and Brian Johnson, Daily & Tavus",https://youtu.be/ujt0da9Z29Q
2025-08-26,Vector Search Benchmark[eting],Philipp Krenn,Elastic,"Vector Search Benchmark[eting] - Philipp Krenn, Elastic",https://youtu.be/YrUBFXa1KUY
2025-08-26,Taming Rogue AI Agents with Observability-Driven Evaluation,Jim Bennett,Galileo,"Taming Rogue AI Agents with Observability-Driven Evaluation — Jim Bennett, Galileo",https://youtu.be/xJXm4Wcw4m8
2025-08-26,Building agent fleet architectures your CISO doesn't hate,Lou Bichard,Gitpod,"Building agent fleet architectures your CISO doesn't hate — Lou Bichard, Gitpod",https://youtu.be/d9rsC6_VLoA
2025-08-26,"Don’t get one-shotted: Use AI to test, review, merge, and deploy code",Tomas Reimers,Graphite,"Don’t get one-shotted: Use AI to test, review, merge, and deploy code — Tomas Reimers, Graphite",https://youtu.be/H6MrR5NbTZA
2025-08-26,Effective agent design patterns in production,Laurie Voss,LlamaIndex,"Effective agent design patterns in production — Laurie Voss, LlamaIndex",https://youtu.be/72XxWkd8Jrk
2025-08-26,Foundry Local: Cutting-Edge AI experiences on device with ONNX Runtime/Olive,Emma Ning,Microsoft,"Foundry Local: Cutting-Edge AI experiences on device with ONNX Runtime/Olive — Emma Ning, Microsoft",https://youtu.be/l614N5W60ls
2025-08-26,[Full Workshop] Vibe Coding at Scale: Customizing AI Assistants for Enterprise Environments,,,[Full Workshop] Vibe Coding at Scale: Customizing AI Assistants for Enterprise Environments,https://youtu.be/EAfP8pDs7h4
2025-08-26,Unlocking AI Powered DevOps Within Your Organization,Jon Peck,GitHub,"Unlocking AI Powered DevOps Within Your Organization — Jon Peck, GitHub",https://youtu.be/C1NivhYS1sI
2025-08-26,Vibe Coding at Scale: Customizing AI Assistants for Enterprise Environments,Harald Kirshner,,"Vibe Coding at Scale: Customizing AI Assistants for Enterprise Environments - Harald Kirshner,",https://youtu.be/i1uPAN6uW4s
2025-08-26,The Agent Awakens: Collaborative Development with Copilot,Christopher Harrison,GitHub,"The Agent Awakens: Collaborative Development with Copilot - Christopher Harrison, GitHub",https://youtu.be/tHJSZ1-ZqcA
2025-08-26,AI Red Teaming Agent: Azure AI Foundry,Nagkumar Arkalgud & Keiji Kanazawa,Microsoft,"AI Red Teaming Agent: Azure AI Foundry — Nagkumar Arkalgud & Keiji Kanazawa, Microsoft",https://youtu.be/JhJKgRAmfIU
2025-08-26,Collaborating with Agents in your Software Dev Workflow,Jon Peck & Christopher Harrison,Microsoft,"Collaborating with Agents in your Software Dev Workflow - Jon Peck & Christopher Harrison, Microsoft",https://youtu.be/G1hhmz6mXT0
2025-08-26,Agentic Excellence: Mastering AI Agent Evals w/ Azure AI Evaluation SDK,Cedric Vidal,Microsoft,"Agentic Excellence: Mastering AI Agent Evals w/ Azure AI Evaluation SDK — Cedric Vidal, Microsoft",https://youtu.be/J4vPq2i0QzE
2025-08-26,Building Code First AI Agents with Azure AI Agent Service,Cedric Vidal,Microsoft,"Building Code First AI Agents with Azure AI Agent Service — Cedric Vidal, Microsoft",https://youtu.be/N4vCBM5YbN0
2025-08-26,How fast are LLM inference engines anyway?,Charles Frye,Modal,"How fast are LLM inference engines anyway? — Charles Frye, Modal",https://youtu.be/DeFF3J8T5Pk
2025-08-26,RAG in 2025: State of the Art and the Road Forward,"Tengyu Ma, MongoDB",acq. Voyage AI,"RAG in 2025: State of the Art and the Road Forward — Tengyu Ma, MongoDB (acq. Voyage AI)",https://youtu.be/W_CYk2ogcDI
2025-08-26,The State of AI Powered Search and Retrieval,"Frank Liu, MongoDB",prev Voyage AI,"The State of AI Powered Search and Retrieval — Frank Liu, MongoDB (prev Voyage AI)",https://youtu.be/pIPtpBZ6TKk
2025-08-26,"Architecting Agent Memory: Principles, Patterns, and Best Practices",Richmond Alake,MongoDB,"Architecting Agent Memory: Principles, Patterns, and Best Practices — Richmond Alake, MongoDB",https://youtu.be/W2HVdB4Jbjs
2025-08-26,Building Multimodal AI Agents From Scratch,Apoorva Joshi,MongoDB,"Building Multimodal AI Agents From Scratch — Apoorva Joshi, MongoDB",https://youtu.be/640KMYtxCeI
2025-08-26,Why Your Agent’s Brain Needs a Playbook: Practical Wins from Using Ontologies,Jesús Barrasa,Neo4j,"Why Your Agent’s Brain Needs a Playbook: Practical Wins from Using Ontologies - Jesús Barrasa, Neo4j",https://youtu.be/CbiR9xS2skQ
2025-08-26,Memory Masterclass: Make Your AI Agents Remember What They Do!,Mark Bain,AIUS,"Memory Masterclass: Make Your AI Agents Remember What They Do! — Mark Bain, AIUS",https://youtu.be/gsedOXz8FX4
2025-08-26,Graph Intelligence: Enhance Reasoning and Retrieval Using Graph Analytics,Alison & Andreas,Neo4j,"Graph Intelligence: Enhance Reasoning and Retrieval Using Graph Analytics - Alison & Andreas, Neo4j",https://youtu.be/GGxAQVbwBL4
2025-08-26,GraphRAG methods to create optimized LLM context windows for Retrieval,Jonathan Larson,Microsoft,"GraphRAG methods to create optimized LLM context windows for Retrieval — Jonathan Larson, Microsoft",https://youtu.be/c5qJHr3DnT4
2025-08-26,Agentic GraphRAG: Simplifying Retrieval Across Structured & Unstructured Data,Zach Blumenfeld,,Agentic GraphRAG: Simplifying Retrieval Across Structured & Unstructured Data — Zach Blumenfeld,https://youtu.be/CzM3cW6FdBs
